"Flight Time(New)
Battery B","Flight Time (Standard)
Battery A"
33.32513351816783,31.569842659333283
33.20062062301899,32.21593170670916
32.98404868044232,32.30935707017017
33.41822071931452,32.08742050225331
33.21712494494582,31.99825505262497
33.83458599081206,32.20737538766699
33.08253819864958,31.60317366679641
33.45259335449792,32.31088247436477
33.32730788200546,31.84496167802855
33.12048414407831,32.32858143842252
33.32333735479743,31.89466319973336
33.28215884504549,32.24456231142478
33.39930191404009,31.64361920941419
33.21684638596578,32.09764893740547
33.30984936692846,31.644764969895377
33.91220139404905,31.996950359015074
33.7961397811261,32.0169357165851
33.586731082810964,31.785164855477497
33.44159035055175,31.974628347852153
33.636266995493685,31.62148383419152
33.75120908202156,32.053165155515025
33.39816139888175,31.940850579467966
33.27684997189365,32.1145286013405
33.22394649767,32.438591712973654
33.343505338894616,32.07417366020956
33.16402772586019,32.21537938759614
32.97935250155859,31.940073176479043
33.153385632648245,32.04132876326541
33.04971544128953,31.58877596332687
33.61248546021159,32.245601203797946
33.24501013420992,31.63081551384975
33.95968470316478,31.71145711630838
33.5455578720341,32.26745733634726
33.09899522251076,32.48158983288778
33.56383875804607,32.338633949417556
33.35397237101554,32.10796118349122
33.09496005824337,32.029732255141276
33.324605041993365,32.32077594929175
33.60011773463864,31.961737762353508
33.379824087275985,32.138587717672316
33.23491069491912,31.886486781527907
33.18662266430515,32.01307920290235
33.12871031136428,31.981896856818892
33.51177447860614,31.994469692382005
33.26198335054427,32.17456006308781
33.20950388312576,32.39233073552862
33.635138219669415,31.831721423516267
33.60369287545683,31.994496105903448
33.3496889319873,32.06013484575228
33.47650678228903,31.802534568679864
33.6151064143453,32.99512681584237
33.19865756895669,32.00330272398855
33.62311048404482,32.15514011445778
33.20134200089488,32.11406107725802
33.11349188857953,32.113278025340186
33.739806089024704,32.00820912641984
33.200247071840415,32.152406658409376
33.67496629445013,31.567468742783053
33.350511542146684,31.891301998253876
33.37551408910161,31.964403189800063
32.98089937845248,32.11870174871445
33.346018719633314,32.33217938333847
33.60247670625573,32.13126182058423
33.78145350771625,31.713583388004366
33.65058742388862,31.393132069313964
33.42866780534548,32.271598968120365
33.56720193361321,31.81792763796058
33.85114745272865,32.127352947497904
33.656583722380226,31.961156585667233
33.37671211803202,32.39227462262957
33.10284628440664,32.16430194078683
33.720025091449415,31.919726569140018
33.24903626552444,32.36326971592556
33.2495982270863,31.813808130206702
33.05345378057003,32.34186469408917
33.53972618849408,32.054319118624974
33.43219518526744,32.19184926588698
32.996705224552194,32.27756450564007
33.80710852313192,32.003552805463464
33.50777755999445,32.22824077051081
33.276342550289705,31.335196798081956
33.450528612679484,31.63538304544743
32.910853016746,32.05371407549347
33.27436639633928,32.45202559781175
33.193679226743974,32.63952018116514
33.44575532945782,32.16369362847742
33.55981034973767,32.26147822382337
33.087670097267846,32.64116577017071
33.176457170930725,31.89698029690826
33.3142655130399,32.19481915978691
33.30360980200884,31.87358855896736
32.92044045257241,32.044846181962924
33.0391960750505,32.06804870895981
32.86302228469031,31.90616243753877
33.37414861719514,32.0316796470446
33.718125955923554,32.0790335414495
33.26937888936784,31.921403985469652
33.14229945340328,32.12679715970562
33.07206134053897,32.330035911109384
33.39248921910554,32.42507112163143
33.24532600199428,32.223669553963894
33.959821057737386,32.1704102543583
33.566075692691825,31.961457813961555
33.60630653815517,31.935712202951475
33.732082666876885,31.826728658476426
33.84832300317353,32.49359883402529
33.367965923029715,32.19927750625495
33.550275841128936,31.86727736504046
33.15089023801561,31.96967057018583
33.58282557369567,31.825190779224087
33.39601862400198,32.13397452382129
33.37487788185424,32.46593415898714
33.55832775711684,31.878764185186025
33.68852174283135,32.65844509115731
33.32585392150375,32.53855889153576
33.25535489582616,32.67751906974927
33.94022974178975,31.774454492310646
33.19933243312503,31.761428562719715
33.34054553882842,32.263651596858736
33.63173168941691,32.25144629580989
33.20057690852387,31.80247798767034
33.22864800813121,31.969140773570455
33.408700802130696,32.1121804223562
32.88933767633207,32.016482480645664
33.236650281725495,32.1011960268458
32.781221131292504,32.19572886657641
33.369306134958556,32.31762483684799
33.34711827609094,32.23599342520787
33.42689696216702,32.26770775381183
33.516368714748005,32.51767890491257
33.61097549104046,31.81634997682775
33.27388450563994,31.880167105699105
33.364773083114684,31.92418327970155
33.220884627565745,32.58995621180295
33.50014205448668,32.24895066082121
33.48986141982096,31.490734613777057
33.48530465386468,31.981133660729
32.92337726291557,31.68265851096491
33.52171716981117,32.34698960279889
33.4818997359604,31.93111387237982
33.682226993157535,31.689813198904666
33.40224749269323,31.773637642814734
33.138069635912146,32.280957722541935
33.530770771424685,31.961289020013243
33.07256090334301,31.9528149036092
33.17683484356683,32.38743339662065
33.32299247099859,32.22399441564302
33.38637873278621,31.98915221801405
33.27391346026857,32.58824393021207
33.77722525790845,32.274726588995364
33.19723197311815,31.97683814878221
33.1859472077349,32.49330811154643
33.79935346831079,32.223537572445174
33.59977707435938,31.650427769484477
33.08497480457774,32.19090453802563
33.37183392803639,32.28980383914764
33.35522684445859,32.249151515154175
33.291956911856225,31.87027227425932
33.77642068511062,31.867727411982177
33.26541303139128,32.212443011416134
33.0877255045096,32.3106648415214
33.39002753321771,32.23652460065426
33.20052921345899,31.454446577407904
32.92792842196008,32.28570385638989
33.26154896701162,32.02436861833847
33.67251609686818,32.325769244764054
33.38748857701394,31.741033085438186
32.96383324733708,31.796270340806426
33.33229990610059,32.2811293647899
33.347472608067555,32.16402764855261
33.27169131353484,31.875828538603667
33.484817987564746,32.24650021688175
33.787837438982976,31.85581198244953
33.93355602687945,32.2947790923061
33.56128467895229,32.34401329815907
33.67210906762717,32.0723858234725
34.095678345032944,31.92064453881392
33.5004778870673,32.1469124447648
33.66062570317842,31.920791625198277
33.45586856238234,32.142008876354296
33.72004686009887,32.00671088095785
33.30462193916041,31.8357948057193
33.28285837046379,31.973030942171167
33.051524188014966,32.11739482604493
32.89977266556923,32.123760764876316
33.29143149487368,32.3455606082985
33.26998114837366,32.146808304172424
33.36508533885485,32.110254861543226
33.44867342064515,31.537473128882628
33.307854566117946,31.965753236173363
33.30331744938272,31.950942936984823
33.531931656518296,32.39227373255718
33.4580684581596,32.27320804352791
33.63569787845027,32.452651641251514
33.48208019957148,31.559494055016003
33.38543586677977,32.26777303035375
33.63663958674139,32.08419104177692
33.290594956097976,32.202092249449066
33.2139452418361,32.26941867121921
33.35871651343324,32.51583540211399
33.27641930980676,32.467340650517635
33.33338505844736,31.678211754667004
33.504039951062175,32.180227882279205
33.21513204697008,32.20345310107354
33.81973810343183,32.09506424755221
33.50831675887519,31.80878492232753
33.68252468016864,31.681284946437398
32.56836225553406,32.091213138556625
33.04124716751841,32.29349405484469
33.486644937755315,31.662271224300945
33.305195318361775,31.706758996874967
33.49713135824461,31.421735840927546
33.084620708581944,32.25792417905506
32.92168183063878,31.954411849763414
33.66901316036394,32.24611608759531
33.43225116917869,32.13461065034644
33.97430037705529,32.305855518101275
33.82732775549492,31.72785823967352
33.23533424676448,32.140682499797464
33.172804441585406,32.13568464571516
33.9215871981076,32.07420528129379
33.750062404726926,32.33307818796911
33.40912958849215,31.89994699044344
33.36157346847323,31.681883314260656
33.054059707001954,31.686126109375476
33.628737306011416,32.041145385236696
33.03291030429315,31.729384669084766
33.29959293638038,31.746169169087146
33.596018020755324,32.05976210376762
33.002696274988374,32.186010196594594
33.08889994133402,32.320186795609786
32.942683338909646,32.092389458261884
33.245819274677736,31.95729935972983
33.84238307258054,32.09810448939829
33.826835711409316,32.76789990360122
33.03608386951445,32.41004186202238
33.14125294947636,32.46290181622873
33.65236486820904,32.21918087428707
33.3620075295978,32.25889402274599
33.11491327863515,31.943907940715608
33.32931013598728,31.865485306838437
33.52830087780021,32.40146692459898
32.834578191172255,32.50212273732184
33.13979229218095,31.86346064853845
33.27266021755764,32.45818446686341
33.25363838271579,32.421262389089605
33.34887090033565,32.421894955034915
33.284022421610366,32.62569961082222
33.72658457981169,32.07063218144393
33.47641215502176,32.44339887109831
33.65260345897431,32.305999961006066
33.37644054511492,32.322311594906964
33.49144268122814,31.83457362524442
33.20443935186093,31.838349572104693
33.27853580156677,32.20961646713407
33.17314490398442,32.07572212965056
33.19437166624687,31.96952000099751
33.82903291630664,32.01540396832088
33.51029586261161,32.240873150217816
33.37314263471815,32.29004926886381
33.43492253915751,31.67281730371646
33.47520484559693,31.477753357102067
33.25431851704136,31.99632735872557
33.33569520600119,32.1591925391656
33.59357626022082,32.67861395592363
33.89636699700423,32.21166934504259
33.166473259446754,31.733623706679904
33.80085800720453,31.92460991386649
33.6945125990685,32.03607525486137
33.1160004418883,32.03313104809512
33.45959656535946,31.990450845348846
33.22316490085569,32.20250223263285
33.705453033506664,32.00762555861391
33.380224906850486,31.43396516627018
33.21554884970318,32.15433098045023
33.604165571977916,32.37146057196089
33.29065602730349,32.196350170150765
33.21999964996102,32.779963793216304
33.541728171701976,31.933628030365043
33.484726362680384,32.94549705787512
32.88614615818513,31.665200219114244
33.91243346597791,32.43764538086396
33.43621518029183,32.74582593598465
33.682750103370346,32.00282170779156
32.962234597926745,32.075148069577295
33.71125367154446,32.595874982122744
33.225617583445214,32.81355656076483
33.087630424003336,32.223703439656646
33.28293831615396,32.5010465140151
33.180541091620036,31.888482968962442
32.970506440812734,32.27129629318441
33.38257254824363,32.29968631263371
33.7223110557175,31.94188782917486
32.924668870694894,31.95682093292963
33.667944185128746,32.06024806240853
33.25143384262411,31.660423999731748
33.43818170551709,32.1059789576839
33.563941017845835,32.308971733763315
33.03126432333951,32.56879447613085
33.22076705277121,31.946299376564802
33.5262746584863,32.3062171528419
33.64471552004895,32.34443039363722
33.53642475322211,32.08002018992543
33.06134591965614,31.54017701273084
33.804555243265824,32.05280452740203
33.16481263643582,32.123213491854635
34.16447149422002,31.976261580723925
33.22318880784248,31.50091342578237
33.75462797510232,32.24569839401079
33.00965203230451,32.18383666601517
33.424825294092734,32.39469359323041
33.25924018351011,32.0103536601148
33.40750184663354,32.11911657932982
32.951243618535905,32.410469996702766
33.079124648029065,32.206507672416755
33.05395395862822,32.134796489337155
34.00293546786608,31.738016681967462
33.42509034656505,32.4564524974234
33.53610588302634,32.207229663681204
33.52886728527073,32.240798848813625
32.81764934738097,32.2693635027565
33.344361463068104,31.808271690584533
33.45354931547468,32.043022983955694
32.97746024463962,32.05763879545403
33.37515829032039,32.00824259118601
33.6428085115767,32.1700555435931
33.45893810070651,32.28626486096734
33.231991410636326,32.11351555928011
33.19895762629455,32.101557509949544
33.31866257811337,32.29212370521203
33.582445252601445,32.14606561421557
33.085292844597845,32.30197142383878
33.205473416173035,32.26551595679808
32.440058632287396,32.29516579314373
33.45379870471642,31.905863016550587
33.58322862389336,32.22547513949582
33.46634367944561,31.853780348842346
33.26540530028984,32.061589575358845
33.422282262978904,31.846490612012865
33.312241205951686,32.16129897224828
33.34655635094796,32.09271116613559
33.718864414833284,31.79582232708009
33.47942036574263,32.42641598944558
33.337998308448256,32.20504376516234
33.15069225351942,32.1596147078526
33.712942508652795,32.15876729516227
33.13484719344005,32.162876137956964
33.64037722682882,31.95161131650169
33.5325433159891,32.155151946350095
33.57518025666013,31.826027856406736
33.135869500046354,32.59085978808483
33.43665836245854,32.41733763483009
33.119127614841865,31.8623343545788
33.40853014721705,32.183566649037196
33.7647293647829,32.05782740260172
32.7598814115532,31.99573729977283
33.768576469602756,32.20684633362124
33.36189986077535,31.85280613030084
33.513721931125815,32.213261865360494
33.22369610996136,32.360832838800484
33.45043607967706,32.202520073498974
33.08950363544523,31.910685316944345
33.237571840051665,32.286445132565035
33.93665279454623,32.2334943775542
33.226122692436654,32.068917682058554
33.09141408959066,32.353003562971445
33.39739564744798,32.27684649526679
33.505796458185586,32.04585985751022
33.027220034765946,31.785009935520677
33.39342239994258,32.631756212325115
32.93885448797973,32.117542845291425
33.75274039744993,32.401765154368434
33.255534336341334,31.60662803778938
33.31521641778895,32.15004350765854
33.18723965179857,32.293880151121115
33.817690082492874,32.356636721337665
33.779412490303265,32.0040141652898
32.97706259072005,32.49076245779862
33.06506671172899,31.967377076264075
33.633745037212364,32.025681901895595
33.727833200934846,31.8804537964148
33.664725485168724,32.64831430563463
33.3185360959044,32.070171861825
33.37040350852688,31.983878329587707
33.51754463974129,32.61370568467235
33.35625879074741,32.1442654274838
33.378651481214,31.998874647785847
33.48062898719319,32.08264440703332
33.36749359948574,32.28217094158666
33.20525915847976,32.27167317744795
33.219270032400466,32.09508126800119
32.834684741373074,31.95711520554424
33.58307719823254,31.9886504472611
33.52328909297005,32.208678704393805
33.17919070678582,32.26082533381035
33.5711463825913,31.72634863794095
33.59374179988766,32.53102684379973
33.50781599741355,32.22352941888813
33.704036653238504,32.13298595605277
33.51685022998738,31.949271139585417
33.58426851871124,32.072348151073825
33.43568478933577,32.50108676605026
33.724133861918965,32.77753748757155
33.01704209313676,31.655366322611762
33.53367588631787,31.815501701080944
33.30547113391771,32.19830826719601
33.42409559038499,31.670583788618217
33.63336412721673,32.244409296061285
33.26736096747978,31.57450437674122
33.09711363587136,32.22239428758472
33.31174515013996,32.538874333831224
33.5591775985185,32.14958074881753
33.370679294604585,32.02775330641083
33.38667116469976,32.0890010895262
33.422635350998185,31.641243087751654
33.38686929614624,32.176668732453194
32.70746108243192,32.01169500715968
33.16027878365134,32.13233488976538
33.32597275035902,32.22358738828016
33.309318569481555,32.210823504168054
33.14537597738421,31.56834493317129
33.424410587453906,32.51675752444141
32.61206706509059,32.02174914337491
33.63652340343816,31.689433435841515
33.57978935264041,32.39290206092322
33.33126072945313,32.57892483897452
33.45032803687296,31.814176416696785
32.969860240047964,32.38037282283162
33.23030314012071,32.522120211397244
33.44067146651859,31.699261833007466
33.28450641705236,32.07058957769439
33.03174927473365,32.13730946181656
32.85791476036955,32.08042867599644
33.02989151526172,32.16696263899548
33.409453743955886,31.906970937574943
33.78723140078786,32.53411010875155
33.55979743704716,32.23067309134246
33.40564438969026,32.08591617853523
33.23182025484292,32.13644721617397
33.19817191185022,32.209337879172494
33.20887220333257,31.438266793618556
33.39425668568612,32.30829733015565
33.32205106882258,32.52244245254946
33.52945371509811,32.2504979597947
33.25133701114977,32.2071948636072
33.04004410019602,31.739414613581975
33.34663306216273,32.0927694839614
33.20462394572145,31.972738221839965
33.25673963517943,32.289270386159146
32.92986044377299,32.6093659054829
33.34912417570229,31.848366918597836
33.041754486455964,32.126987051974275
33.397822639193336,31.612673147876144
33.362817867942304,31.568685568718966
33.08247567447265,31.58526641179001
33.45641277593679,32.56341982148231
32.94626911084011,32.0428026971483
33.92839449728319,32.12278434024139
33.18408181785006,31.86914372840479
33.84376174657509,32.070675800264084
33.30991116178251,32.344038544656925
33.24098135315446,31.943675091729396
33.05473896063764,32.17350381906814
33.69336953405467,32.659584416489494
33.47450374384603,32.325176870734445
33.272975310948205,31.735158002057045
33.802358462231176,32.47235686664462
33.06982572958709,32.03847016893495
33.120079495276705,32.01871083729493
32.942068234418194,32.21613099045089
33.00763216226179,32.17474986944066
33.81458311228682,31.855231961299737
33.507323701902,31.660240291983293
33.335367153066564,32.283825826895175
33.76573794701776,32.178741651744375
33.64628308435302,32.260648962091324
33.540189837448466,32.545685718422696
32.93772263678349,32.25109240402962
33.68946182430943,31.843106117256024
33.09060582022453,32.178579752676995
33.31645301621786,31.61349165063062
33.474090172355496,32.073227535188614
33.309388989836606,32.304526595852316
33.544375103074024,31.847228131358143
33.021042674854115,32.325345782260264
33.28874111911812,31.74730301028963
33.44343816774137,32.35117726821636
33.838451304668716,31.737643678836584
33.41474735329559,32.38736921949774
33.93964302450557,32.131183790558815
33.3080060412835,32.18697321600621
33.07172205656172,31.587743934333325
33.54583359681263,31.7480053591157
33.539625904809675,32.370708271958144
33.25049021711089,31.98709692010616
33.129240242017566,32.5228599999224
33.59464836873894,32.35100568685068
33.634666206491524,32.29770471520853
33.1465393738989,31.83194883461891
33.504206595687116,32.25187703767165
33.56449299194482,32.12142643916393
33.12174582612455,32.38130926721843
33.634052982424976,32.46079300218746
33.42887052347046,32.04699667910218
33.2009837896893,32.0084893447552
33.3301725049265,32.32455225760983
33.50150023949025,31.73511422782057
33.19837766241044,32.19643586807393
33.42000522018598,31.98067766368297
33.30216765194867,32.223692482434416
33.24999382542684,31.938832950149806
33.49162246016019,32.18579368255668
33.015443524685246,32.599199898266235
33.663990493980506,32.390153961930665
33.452700843485594,31.98215409904801
33.309489340715714,31.69836154677235
33.614078713942334,31.78980837177804
33.37562323741192,31.964777722857992
33.24019349984226,32.29709017575616
33.19474075194881,31.537460503199256
33.324532906771296,32.39933185247507
33.50343740446121,32.03898000749775
33.32754000837221,32.28476167192094
33.728987779052254,32.25451109072352
33.353486298224404,31.953699648276263
33.31731079559694,31.915633528501786
33.14830474073558,31.791270258266252
33.29122005887364,32.111011295156345
33.3349952621513,32.16876466651759
33.96782221500076,31.996473018305664
33.32722277753578,32.159575795441384
33.98999504481213,32.286803965361095
32.98875898273822,32.55530423928689
33.592314306429515,31.621123767489177
32.89446030325425,32.14923161615593
33.85430150689797,32.28371309016963
33.15845825463306,32.30336173303307
33.28259138726987,31.61217491905639
33.253482873659394,32.207415951062
33.34668420760244,32.23315464511212
33.283765544368954,32.37216917590461
33.489611515418225,32.24505625545302
33.02411410057658,32.14629853233558
33.055831256187055,31.994006105298553
33.61409365703427,32.34750218066517
33.66603705045234,31.725412650358454
33.41396401479841,31.8158009775971
33.3030843006532,31.43222989238147
33.471082341893855,32.08449562744028
33.026256739715166,32.10729211308231
33.71907008421563,32.38774165488678
33.3894359427498,32.114303201020334
32.600675472766305,31.876269800519815
33.6434154174308,32.498328276583344
33.226828610300956,32.222819198128256
32.76429357317731,32.32033868158606
33.193086016317594,31.841349065379013
33.810232409024266,32.09202750238062
33.485742133984246,32.17165469527229
33.17080486758311,32.133773636060006
32.8226887317007,31.96644275044807
33.39650850211934,31.917774550106923
33.62465296351226,31.905373100644805
33.37083946504557,32.14863178536074
33.06571421727664,32.4209997595454
33.497614818475625,32.11100485712283
32.92681951397061,32.029485138142356
33.1004166374015,32.39115090325068
33.05390394382557,32.255231246942465
33.07768016982597,31.956348896449633
33.47796972549941,32.51635610776975
33.4525555260235,31.97978701946363
33.878168695249975,31.92140912722821
33.31576131306298,32.137378384308235
33.41277990004784,32.11954674763948
33.64814435910194,31.786283574541983
33.24768570756917,32.160340635271915
33.40788322967036,32.24574483559704
33.265594437957766,32.315622185769
33.528766421808314,32.04641921728563
32.86064466144233,32.06123210350432
33.356314345136994,32.31306613715536
33.28177580269834,32.27856031877981
33.34967443613862,32.389031424852966
33.572672003310444,32.08455152719112
33.502194615226436,32.43811627328581
33.347834220396976,32.26243679279129
33.45173340613497,31.930648422881717
33.20284015948662,31.614969678969064
33.19845462320712,32.06323827945445
33.245736198393715,32.47486668902769
33.364499906095936,31.574700778853483
33.29736848570201,32.42023497066214
33.48688213315211,32.256933794328475
33.20024171958874,31.877562474388107
33.49638878429997,32.09416199203666
33.207914065955705,31.952114886192827
32.78880985420234,32.0774668224431
33.60087182470689,31.807339624505424
33.53560200438592,32.07393403288893
33.70455499187456,31.994811217508882
32.87986009706134,31.832776537402903
33.161634026731974,32.4663812546641
33.48619292452292,32.04767629106526
33.25652843319382,32.18429643763917
33.35578908966829,32.08859334324343
33.216319135834105,32.02732744775192
33.30363363246634,32.62872735034647
33.209708793466454,32.0404365164671
33.750374803733564,32.24203827320895
33.54839266645709,31.710708694357574
33.01260869643158,31.85120497302677
33.09358959286166,32.179448037145704
33.43439248168995,32.435390865561985
33.37473278594077,32.23445376482337
33.27617502961972,32.18553465275762
33.342008972890255,31.958854062232234
33.38871787404463,32.52272451768931
33.7634126097012,32.157105495851404
32.60536630340464,31.669611140634075
33.521887417210344,32.151881199269226
33.6142238671324,31.961253219620634
33.17459429402131,32.03640609020955
33.49336836817179,31.860134511562123
33.34541716223627,31.975904323996016
33.48083916919182,32.02926492115079
33.622792814122036,32.08252530460463
33.00006677383974,32.07045426457462
33.627747971363206,31.84977126712808
33.656753664449234,32.433140774847594
33.66614847704877,31.847335549951424
33.03060169745701,31.988518419305294
32.94136518648377,31.86056734898521
33.45357795112282,31.946148239017067
33.24515254014465,31.753117882374603
33.520667193448496,31.94105943833683
33.359189972186115,32.0039920338933
33.39003539806687,32.14502981236552
33.40486659354168,32.428168909535955
33.105533858713194,32.25488632573889
33.16515079677561,31.78799508548658
33.34408911496662,31.829853400641454
33.62844968032845,32.10085543020952
32.96665791718335,32.319056998189964
33.203391159541574,32.11833998408353
33.732316908591415,32.08126486492054
33.41450865516013,32.291477908989165
33.43158588765059,32.46678920552096
33.51313985517068,31.767283132319758
33.04459658005291,32.02639544923358
33.37952352142,32.307361003609124
33.416468390861766,31.832722627158393
33.19327656479749,32.00298005775168
33.373328002338546,31.88211574847836
32.9792479366393,31.987543021248673
33.785661334915005,31.499429124370497
33.328278247073534,32.26302933728873
33.43943617069104,31.775414680702426
33.20344242336231,31.93428996087758
33.25429374485701,32.3279771241752
33.421415677420654,31.988359340370923
33.64236104399836,31.831268779730934
33.09226589097892,31.920876430119915
33.049219142481924,31.96186714773303
33.062959703725014,31.844517370941997
33.10764147578618,32.445979200675346
33.544059566326304,32.0247491715234
33.53812763736733,31.883625059721897
33.32632293804745,32.13037286315635
33.579306590860334,32.20777238386998
32.996580592658184,31.819819468493904
33.04911200228048,32.250494412048916
33.36014811433065,31.867623340839277
33.36831978795131,31.83049036006402
33.45209342105827,32.044529639436874
33.63271230812048,31.818068793834883
32.770288447298945,31.93309359629295
33.23131620221617,31.93890539986749
33.450199775322105,32.22703539859519
33.5769438155706,32.055532921362676
33.20241938864777,31.35870367731688
33.50828246465089,32.21408846676015
33.221285258876954,31.916972189327375
33.59800045032053,32.625545619591776
33.01247658950184,31.87996154800523
33.871648169897135,31.75491363633861
33.1132778039794,31.940813974504763
33.82333385893362,32.30883728843868
33.68865624524361,32.1211188623491
33.49186117961836,32.19666323155671
32.78476399502869,32.187468414333345
33.259600654177554,32.27241909393458
33.57379494831918,31.983910840669928
33.54450084033767,32.113984025503264
33.414608967238266,32.55355133948276
33.17280224599473,32.29459167449515
33.36494885539058,32.10087865426555
33.34038987235263,32.069759853399134
33.74132571916677,32.570517476190226
33.174028359233034,32.14971572393263
32.94112639160594,32.352010345196675
33.645985980501585,32.2776477567682
33.240960430334866,32.03095899176606
34.15565839524124,32.32910161343571
33.40458567543421,32.097136451651
33.49856857800332,32.30163856124244
33.24694841882154,31.889882161240752
33.2990711000557,32.345676492794276
33.90682101661771,32.04179931027638
33.60887797499527,31.77480528048068
33.64596389525665,32.364891379026375
33.326378936478115,32.15900720161238
33.195751109087375,32.09876713744734
33.56802689598615,32.52564042711287
33.17449880741768,31.83240373834754
33.76725235335038,31.71827295140167
33.24200879227872,32.149595452204885
33.19894920911085,32.58307829766251
33.61783391396278,32.165928681311456
33.51073682724,31.782083652462745
33.39754684542703,31.574058746366756
33.428510753236324,32.230714552459574
33.24017877127089,32.272607355739254
33.3409153011353,32.281866148293126
32.900337249356575,32.06723361380631
33.45065084527679,31.9806345124315
33.559933723893,32.074593134934595
33.43443409037525,32.244258736704325
33.63530910144703,31.574039878498443
33.22046590172457,31.977216979373758
33.31035903573974,31.605621839813914
33.764570626531025,32.03214168176862
33.15324540312889,32.15836853351607
33.132290538734416,31.989411024819027
32.8847862071084,32.2066350187959
33.35551916203948,32.47313954876059
32.918571182431926,32.308924443176835
33.69879810551562,32.36383396800295
33.2618747198015,32.17623883742438
33.55290820243314,32.68940558847042
33.380805463686364,32.54347743970782
